Ham/Spam,Text,target,words,message
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,"['As', 'I', 'entered', 'cabin', 'PA', 'said', 'Happy', 'B', 'day', 'Boss', 'I', 'felt', 'special', 'She', 'askd', '4', 'lunch', 'After', 'lunch', 'invited', 'apartment', 'We', 'went']",enter cabin PA say happy b day boss feel special askd 4 lunch lunch invite apartment go
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,"['You', 'winner', 'U', 'specially', 'selected', '2', 'receive', '1000', '4', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810910p', 'min', '18']",winner u specially select 2 receive 1000 4 holiday flight inc speak live operator 2 claim 0871277810910p min 18
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0,"['Goodo', 'Yes', 'must', 'speak', 'friday', 'egg', 'potato', 'ratio', 'tortilla', 'needed']",goodo yes must speak friday egg potato ratio tortilla need
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0,"['Hmm', 'uncle', 'informed', 'paying', 'school', 'directly', 'So', 'pls', 'buy', 'food']",hmm uncle inform pay school directly pls buy food
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,"['PRIVATE', 'Your', '2004', 'Account', 'Statement', '07742676969', 'shows', '786', 'unredeemed', 'Bonus', 'Points', 'To', 'claim', 'call', '08719180248', 'Identifier', 'Code', '45239', 'Expires']",private 2004 account statement 07742676969 show 786 unredeeme Bonus point claim call 08719180248 identifi code 45239 expire
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,"['URGENT', 'Your', 'Mobile', 'No', 'awarded', '2000', 'Bonus', 'Caller', 'Prize', '5', '9', '03', 'This', 'final', 'try', 'contact', 'U', 'Call', 'Landline', '09064019788', 'BOX42WR29C', '150PPM']",URGENT mobile award 2000 Bonus caller prize 5 9 03 final try contact u call landline 09064019788 box42wr29c 150ppm
ham,here is my new address -apples&pairs&all that malarky,0,"['new', 'address', 'apples', 'pairs', 'malarky']",new address apple pair malarky
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,"['Todays', 'Voda', 'numbers', 'ending', '7548', 'selected', 'receive', '350', 'award', 'If', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rates', 'app']",today voda number end 7548 select receive 350 award match please call 08712300220 quote claim code 4041 standard rate app
ham,I am going to sao mu today. Will be done only at 12 ,0,"['I', 'going', 'sao', 'mu', 'today', 'Will', 'done', '12']",go sao mu today do 12
ham,Ü predict wat time ü'll finish buying?,0,"['Ü', 'predict', 'wat', 'time', 'ü', 'finish', 'buying']",Ü predict wat time ü finish buy
ham,"Good stuff, will do.",0,"['Good', 'stuff']",good stuff
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,"['Just', 'know', 'yetunde', 'sent', 'money', 'yet', 'I', 'sent', 'text', 'bother', 'sending', 'So', 'dont', 'involve', 'anything', 'I', 'imposed', 'anything', 'first', 'place', 'apologise']",know yetunde send money yet send text bother send do not involve anything impose anything first place apologise
ham,Are you there in room.,0,"['Are', 'room']",room
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0,"['HEY', 'GIRL', 'HOW', 'R', 'U', 'HOPE', 'U', 'R', 'WELL', 'ME', 'AN', 'DEL', 'R', 'BAK', 'AGAIN', 'LONG', 'TIME', 'NO', 'C', 'GIVE', 'ME', 'A', 'CALL', 'SUM', 'TIME', 'FROM', 'LUCYxx']",hey girl r u HOPE u r well DEL r BAK long TIME c give call sum TIME lucyxx
ham,K..k:)how much does it cost?,0,"['K', 'k', 'much', 'cost']",k k much cost
ham,I'm home.,0,"['I', 'home']",home
ham,"Dear, will call Tmorrow.pls accomodate.",0,"['Dear', 'call', 'Tmorrow', 'pls', 'accomodate']",dear call Tmorrow pls accomodate
ham,First answer my question.,0,"['First', 'answer', 'question']",first answer question
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,1,"['Sunshine', 'Quiz', 'Wkly', 'Q', 'Win', 'top', 'Sony', 'DVD', 'player', 'u', 'know', 'country', 'Algarve', 'Txt', 'ansr', '82277', '1', '50', 'SP', 'Tyrone']",sunshine Quiz wkly q win top Sony dvd player u know country algarve Txt ansr 82277 1 50 sp tyrone
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,"['Want', '2', 'get', 'laid', 'tonight', 'Want', 'real', 'Dogging', 'locations', 'sent', 'direct', '2', 'ur', 'mob', 'Join', 'UK', 'largest', 'Dogging', 'Network', 'bt', 'Txting', 'GRAVEL', '69888', 'Nt', 'ec2a', '31p', 'msg', '150p']",want 2 get lay tonight want real dog location send direct 2 ur mob join UK large dog network bt txte gravel 69888 Nt ec2a 31p msg 150p
ham,I only haf msn. It's yijue@hotmail.com,0,"['I', 'haf', 'msn', 'It', 'yijue', 'hotmail', 'com']",haf msn yijue hotmail com
ham,He is there. You call and meet him,0,"['He', 'You', 'call', 'meet']",call meet
ham,No no. I will check all rooms befor activities,0,"['No', 'I', 'check', 'rooms', 'befor', 'activities']",check room befor activity
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,"['You', 'rcv', 'msgs', 'chat', 'svc', 'For', 'FREE', 'Hardcore', 'services', 'text', 'GO', '69988', 'If', 'u', 'get', 'nothing', 'u', 'must', 'Age', 'Verify', 'yr', 'network', 'try']",rcv msgs chat svc free hardcore service text GO 69988 u get nothing u must age verify yr network try
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0,"['Got', 'c', 'I', 'lazy', 'type', 'I', 'forgot', 'ü', 'lect', 'I', 'saw', 'pouch', 'like', 'v', 'nice']",get c lazy type forget ü lect see pouch like v nice
ham,"K, text me when you're on the way",0,"['K', 'text', 'way']",k text way
ham,"Sir, Waiting for your mail.",0,"['Sir', 'Waiting', 'mail']",Sir wait mail
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0,"['A', 'swt', 'thought', 'Nver', 'get', 'tired', 'little', 'things', '4', 'lovable', 'persons', 'Coz', 'somtimes', 'little', 'things', 'occupy', 'biggest', 'part', 'Hearts', 'Gud', 'ni8']",swt think nver get tired little thing 4 lovable person Coz somtime little thing occupy big part heart gud ni8
ham,I know you are. Can you pls open the back?,0,"['I', 'know', 'Can', 'pls', 'open', 'back']",know pls open back
ham,Yes see ya not on the dot,0,"['Yes', 'see', 'ya', 'dot']",yes see ya dot
ham,Whats the staff name who is taking class for us?,0,"['Whats', 'staff', 'name', 'taking', 'class', 'us']",what s staff name take class we
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,"['FreeMsg', 'Why', 'replied', 'text', 'I', 'Randy', 'sexy', 'female', 'live', 'local', 'Luv', 'hear', 'u', 'Netcollex', 'Ltd', '08700621170150p', 'per', 'msg', 'reply', 'Stop', 'end']",FreeMsg reply text Randy sexy female live local luv hear u netcollex ltd 08700621170150p per msg reply stop end
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,"['Ummma', 'call', 'check', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']",Ummma call check life begin qatar pls pray hard
ham,K..i deleted my contact that why?,0,"['K', 'deleted', 'contact']",k delete contact
ham,Sindu got job in birla soft ..,0,"['Sindu', 'got', 'job', 'birla', 'soft']",sindu get job birla soft
ham,The wine is flowing and i'm i have nevering..,0,"['The', 'wine', 'flowing', 'nevering']",wine flow nevere
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0,"['Yup', 'thk', 'cine', 'better', 'cos', 'need', '2', 'go', '2', 'plaza', 'mah']",yup thk cine well cos need 2 go 2 plaza mah
ham,Ok... Ur typical reply...,0,"['Ok', 'Ur', 'typical', 'reply']",ok Ur typical reply
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,"['As', 'per', 'request', 'Melle', 'Melle', 'Oru', 'Minnaminunginte', 'Nurungu', 'Vettam', 'set', 'callertune', 'Callers', 'Press', '9', 'copy', 'friends', 'Callertune']",per request Melle Melle oru Minnaminunginte Nurungu Vettam set callertune caller press 9 copy friend callertune
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,"['You', 'everywhere', 'dirt', 'floor', 'windows', 'even', 'shirt', 'And', 'sometimes', 'open', 'mouth', 'comes', 'flowing', 'I', 'dream', 'world', 'without', 'half', 'chores', 'A', 'time', 'joy', 'lots', 'tv', 'shows', 'see', 'But', 'guess', 'like', 'things', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']",everywhere dirt floor window even shirt sometimes open mouth come flow dream world without half chore time joy lot tv show see guess like thing must exist like rain hail mist time do become one
ham,Aaooooright are you at work?,0,"['Aaooooright', 'work']",aaooooright work
ham,I'm leaving my house now...,0,"['I', 'leaving', 'house']",leave house
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,"['Hello', 'love', 'What', 'Did', 'get', 'interview', 'today', 'Are', 'happy', 'Are', 'good', 'boy', 'Do', 'think', 'Are', 'missing']",hello love get interview today happy good boy think miss
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,"['Customer', 'service', 'annoncement', 'You', 'New', 'Years', 'delivery', 'waiting', 'Please', 'call', '07046744435', 'arrange', 'delivery']",customer service annoncement new year delivery wait please call 07046744435 arrange delivery
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,"['You', 'winner', 'U', 'specially', 'selected', '2', 'receive', '1000', 'cash', '4', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",winner u specially select 2 receive 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,"['Keep', 'safe', 'I', 'need', 'I', 'miss', 'already', 'I', 'envy', 'everyone', 'see', 'real', 'life']",keep safe need miss already envy everyone see real life
ham,New car and house for my parents.:)i have only new job in hand:),0,"['New', 'car', 'house', 'parents', 'new', 'job', 'hand']",new car house parent new job hand
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,"['I', 'love', 'I', 'excited', 'day', 'spend', 'You', 'make', 'happy']",love excited day spend make happy
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,"['PLS', 'STOP', 'bootydelious', '32', 'F', 'inviting', 'friend', 'Reply', 'YES', '434', 'NO', '434', 'See', 'www', 'SMS', 'ac', 'u', 'bootydelious', 'STOP', 'Send', 'STOP', 'FRND', '62468']",pls stop bootydelious 32 F invite friend reply yes 434 434 see www SMS ac u bootydelious stop send stop FRND 62468
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,"['BangBabes', 'Ur', 'order', 'way', 'U', 'SHOULD', 'receive', 'Service', 'Msg', '2', 'download', 'UR', 'content', 'If', 'U', 'GoTo', 'wap', 'bangb', 'tv', 'UR', 'mobile', 'internet', 'service', 'menu']",BangBabes Ur order way u receive service Msg 2 download ur content u GoTo wap bangb tv ur mobile internet service menu
ham,I place all ur points on e cultures module already.,0,"['I', 'place', 'ur', 'points', 'e', 'cultures', 'module', 'already']",place ur point e culture module already
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,"['URGENT', 'We', 'trying', 'contact', 'Last', 'weekends', 'draw', 'shows', '900', 'prize', 'GUARANTEED', 'Call', '09061701939', 'Claim', 'code', 'S89', 'Valid', '12hrs']",URGENT try contact last weekend draw show 900 prize guaranteed call 09061701939 claim code S89 valid 12hrs
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,"['Hi', 'frnd', 'best', 'way', 'avoid', 'missunderstding', 'wit', 'beloved', 'one']",hi frnd good way avoid missunderstde wit belove one
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,0,"['Great', 'escape', 'I', 'fancy', 'bridge', 'needs', 'lager', 'See', 'tomo']",great escape fancy bridge need lager see tomo
ham,Yes :)it completely in out of form:)clark also utter waste.,0,"['Yes', 'completely', 'form', 'clark', 'also', 'utter', 'waste']",yes completely form clark also utter waste
ham,"Sir, I need AXIS BANK account no and bank address.",0,"['Sir', 'I', 'need', 'AXIS', 'BANK', 'account', 'bank', 'address']",Sir need axis BANK account bank address
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,"['Hmmm', 'Thk', 'sure', 'got', 'time', 'hop', 'ard', 'Ya', 'go', '4', 'free', 'abt', 'Muz', 'call', 'u', 'discuss', 'liao']",hmmm thk sure get time hop ard ya go 4 free abt Muz call u discuss liao
ham,What time you coming down later? ,0,"['What', 'time', 'coming', 'later']",time come later
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0,"['Bloody', 'hell', 'cant', 'believe', 'forgot', 'surname', 'Mr', 'Ill', 'give', 'u', 'clue', 'spanish', 'begins']",bloody hell can not believe forget surname Mr ill give u clue spanish begin
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",0,"['Well', 'gonna', 'finish', 'bath', 'Have', 'good', 'fine', 'night']",well going to finish bath good fine night
ham,Let me know when you've got the money so carlos can make the call,0,"['Let', 'know', 'got', 'money', 'carlos', 'make', 'call']",let know get money carlos make call
ham,U still going to the mall?,0,"['U', 'still', 'going', 'mall']",u still go mall
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,"['Turns', 'friends', 'staying', 'whole', 'show', 'back', 'til', 'lt', 'gt', 'feel', 'free', 'go', 'ahead', 'smoke', 'lt', 'gt', 'worth']",turn friend stay whole show back til lt gt feel free go ahead smoke lt gt worth
ham,Text her. If she doesnt reply let me know so i can have her log in,0,"['Text', 'If', 'doesnt', 'reply', 'let', 'know', 'log']",text do not reply let know log
